Link,Categories,Descriptions,Instructor_full,Level,Modules,Name,NumEnrolled,NumReviews,Price,Provider_full,ReviewsURL,Skills,Stars,Duration,InstructorName,ProviderName,MasterCategories,Source,string,Keywords
https://www.coursera.org/learn/esg-impact-investor-perspective,Finance,"In this course, you will analyze the importance of assessing stakeholder interest or salience in different ESG factors and industry variances. You will also evaluate the importance of ESG factors in your investment decisions, including how you can use them to create socially responsible portfolios with better-than-average returns.  You will also examine the risks associated with ESG investing and how they can affect the corporation’s profitability.,Next, you will review the concepts of positive and negative screening and identify the ESG factors that cause investors to divest from or negatively screen certain assets. You will review ESG risks associated with climate, diversity, executive compensation, governance issues, and evaluate how corporate performance and stock prices correlate to ESG scores. You will also examine how ESG adoption could accelerate the growing trend of fossil fuel divestment, its minimal impact on returns, and what this means long term. Finally, you will analyze quantitative and qualitative measurements and explore different protocols, such as MSCI, to evaluate and provide ESG ratings that can affect stakeholder and investor interest. 

By the end of this course, you will have explored how ESG investing has grown, assessed the variety of ways it has been integrated into the market, and analyzed the complex indexing and measurement techniques employed in the ESG space today.","{'instructor_link': 'https://www.coursera.org/instructor/cgeczy',
 'instructor_name': 'Christopher Geczy'}",,"[{'module_number': 0, 'module_name': 'Module 1', 'module_duration': '2 hours', 'module_num_video': '5 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 1, 'module_name': 'Module 2', 'module_duration': None, 'module_num_video': '5 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 2, 'module_name': 'Module 3', 'module_duration': None, 'module_num_video': '5 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 3, 'module_name': 'Module 4', 'module_duration': None, 'module_num_video': '6 videos', 'module_num_quizz': None, 'module_num_reading': None}]",ESG Impact: Investor Perspective,"6,031",143,79,"{'provider_link': 'https://www.coursera.org/penn',
 'provider_name': 'University of Pennsylvania'}",https://www.coursera.org/learn/esg-impact-investor-perspective/reviews,,4.7,7,Christopher Geczy,University of Pennsylvania,Business & Management,Coursera,"ESG Impact : Investor Perspective in this course , you will analyze the importance of assess stakeholder interest or salience in different ESG factor and industry variance . you will also evaluate the importance of ESG factor in your investment decision , include how you can use they to create socially responsible portfolio with well - than - average return .   you will also examine the risk associate with ESG investing and how they can affect the corporation ’s profitability . ,next , you will review the concept of positive and negative screening and identify the ESG factor that cause investor to divest from or negatively screen certain asset . you will review ESG risk associate with climate , diversity , executive compensation , governance issue , and evaluate how corporate performance and stock price correlate to ESG score . you will also examine how ESG adoption could accelerate the grow trend of fossil fuel divestment , its minimal impact on return , and what this mean long term . finally , you will analyze quantitative and qualitative measurement and explore different protocol , such as MSCI , to evaluate and provide ESG rating that can affect stakeholder and investor interest . 

 by the end of this course , you will have explore how ESG investing have grow , assess the variety of way it have be integrate into the market , and analyze the complex indexing and measurement technique employ in the ESG space today .",nan
https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop,Data Management,"Explain the impact of big data, including use cases, tools, and processing methods.,Describe Apache Hadoop architecture, ecosystem, practices, and user-related applications, including Hive, HDFS, HBase, Spark, and MapReduce.,Apply Spark programming basics, including parallel programming basics for DataFrames, data sets, and Spark SQL.,Use Spark’s RDDs and data sets, optimize Spark SQL using Catalyst and Tungsten, and use Spark’s development and runtime environment options.","{'instructor_link': 'https://www.coursera.org/instructor/aije-egwaikhide',
 'instructor_name': 'Aije Egwaikhide'}",Intermediate,"[{'module_number': 0, 'module_name': 'What is Big Data?', 'module_duration': None, 'module_num_video': '7 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '2 readings'}, {'module_number': 1, 'module_name': 'Introduction to the Hadoop Ecosystem', 'module_duration': None, 'module_num_video': '6 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': None}, {'module_number': 2, 'module_name': 'Apache Spark', 'module_duration': None, 'module_num_video': '5 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': None}, {'module_number': 3, 'module_name': 'DataFrames and SparkSQL', 'module_duration': None, 'module_num_video': '5 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': None}, {'module_number': 4, 'module_name': 'Development and Runtime Environment Options', 'module_duration': '3 hours', 'module_num_video': '6 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': '2 readings'}, {'module_number': 5, 'module_name': 'Monitoring & Tuning', 'module_duration': '3 hours', 'module_num_video': '5 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': '4 readings'}]",Introduction to Big Data with Spark and Hadoop,"33,571",258,39,"{'provider_link': 'https://www.coursera.org/ibm-skills-network',
 'provider_name': 'IBM'}",https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop/reviews,"Apache Hadoop,SparkSQL,SparkML,Big Data,Apache Spark",4.3,12,Aije Egwaikhide,IBM,Information Technology,Coursera,"introduction to Big Data with Spark and Hadoop Explain the impact of big datum , include use case , tool , and processing method . ,Describe Apache Hadoop architecture , ecosystem , practice , and user - relate application , include Hive , HDFS , HBase , Spark , and MapReduce . ,Apply spark programming basic , include parallel programming basic for DataFrames , datum set , and Spark SQL.,Use Spark ’s rdd and datum set , optimize Spark SQL use Catalyst and Tungsten , and use Spark ’s development and runtime environment option .","mapreduce, datum, dataframes, rdd, runtime, apache, big, architecture, tungsten, practice, Information Technology, Data Management, Apache Hadoop,SparkSQL,SparkML,Big Data,Apache Spark"
https://www.coursera.org/learn/financial-planning,Finance,"Financial Planning for Young Adults (FPYA), developed in partnership with the CFP Board, is designed to provide an introduction to basic financial planning concepts for young adults. The FPYA course is organized across eight separate modules within a 4-week window. Topics covered include financial goal setting, saving and investing, budgeting, financial risk, borrowing and credit. Because financial planning is such a personal topic, you will be encouraged to define your own financial goals and objectives while we discuss concepts and provide tools which can be applied in helping you reach those goals.,Within each module, you will view a combination of traditional lecture style videos along with video vignettes that introduce financial topics for discussion among participants. The video vignettes provide a unique and exciting component to this course. Each vignette introduces a real-world scenario where financial decisions must be made and financial planning concepts can be applied. You will be challenged to think critically about each scenario and decide how you might come to a resolution if ever faced with a similar situation.

Finally, the course also includes material throughout which is focused on career opportunities in financial planning, including video interviews with actual CFP® professionals and other professionals working in this exciting and growing career area. The final module in the class is devoted to the topic of financial planning as a career.","{'instructor_link': 'https://www.coursera.org/instructor/nicholas-paulson',
 'instructor_name': 'Nicholas Paulson'}",Beginner,"[{'module_number': 0, 'module_name': 'Orientation', 'module_duration': '2 hours', 'module_num_video': '2 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '6 readings'}, {'module_number': 1, 'module_name': 'Module 1: Setting Financial Goals and Assessing Your Situation', 'module_duration': '2 hours', 'module_num_video': '7 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}, {'module_number': 2, 'module_name': 'Module 2: Budgeting and Cash Flow Management', 'module_duration': '2 hours', 'module_num_video': '8 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 3, 'module_name': 'Module 3: Saving Strategies', 'module_duration': '2 hours', 'module_num_video': '7 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}, {'module_number': 4, 'module_name': 'Module 4: The Time Value of Money', 'module_duration': None, 'module_num_video': None, 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 5, 'module_name': 'Module 5: Borrowing and Credit', 'module_duration': None, 'module_num_video': '11 videos', 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 6, 'module_name': 'Module 6: Investing', 'module_duration': None, 'module_num_video': '7 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}, {'module_number': 7, 'module_name': 'Module 7: Risk Management', 'module_duration': '2 hours', 'module_num_video': '7 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '2 readings'}, {'module_number': 8, 'module_name': 'Module 8: Financial Planning as a Career', 'module_duration': '2 hours', 'module_num_video': '8 videos', 'module_num_quizz': None, 'module_num_reading': '2 readings'}]",Financial Planning for Young Adults,"135,438","1,261",49,"{'provider_link': 'https://www.coursera.org/illinois',
 'provider_name': 'University of Illinois at Urbana-Champaign'}",https://www.coursera.org/learn/financial-planning/reviews,"Risk Management,Budget,Saving,Investment",4.6,20,Nicholas Paulson,University of Illinois at Urbana-Champaign,Business & Management,Coursera,"Financial Planning for Young Adults Financial Planning for Young Adults ( FPYA ) , develop in partnership with the CFP Board , be design to provide an introduction to basic financial planning concept for young adult . the FPYA course be organize across eight separate module within a 4 - week window . topic cover include financial goal setting , saving and investing , budgeting , financial risk , borrowing and credit . because financial planning be such a personal topic , you will be encourage to define your own financial goal and objective while we discuss concept and provide tool which can be apply in help you reach those goal . ,Within each module , you will view a combination of traditional lecture style video along with video vignette that introduce financial topic for discussion among participant . the video vignette provide a unique and exciting component to this course . each vignette introduce a real - world scenario where financial decision must be make and financial planning concept can be apply . you will be challenge to think critically about each scenario and decide how you might come to a resolution if ever face with a similar situation . 

 finally , the course also include material throughout which be focus on career opportunity in financial planning , include video interview with actual CFP ® professional and other professional work in this exciting and grow career area . the final module in the class be devoted to the topic of financial planning as a career .","financial, fpya, develop, module, organize, apply, vignette, define, resolution, similar, Business & Management, Finance, Risk Management,Budget,Saving,Investment"
https://www.coursera.org/learn/competencias-digitales-ofimatica,Data Management,"Los continuos cambios tecnológicos, sobre todo en aquellos aspectos vinculados a las tecnologías de la información y la comunicación (TIC) hacen que las personas tengan la necesidad de actualizarse de forma continua para que sus conocimientos no queden obsoletos. En este contexto, para las empresas se convierte en algo imprescindible disponer de profesionales que tengan las competencias necesarias para ejercer con éxito las actividades que requieren en su lugar de trabajo.,El curso, basado en las experiencias previas y el syllabus de ECDL (European Computer Driving Licence), nace con la voluntad de facilitar:
- el desarrollo continuado de las personas en aquellas competencias vinculadas a las tecnologías de la información y la comunicación,
- la inserción laboral y la renovación de las competencias tecnológicas de los estudiantes y de los profesionales.

Los 3 cursos que ofrecemos bajo el título general “Competencias digitales” están destinados a personas sin conocimientos de ofimática o a personas con unas competencias digitales básicas y que deseen mejorar sus conocimientos de ofimática para ser más eficientes en sus estudios o en su trabajo, o bien quieran aumentar sus perspectivas laborales.

En este curso, trabajaremos 3 aplicaciones ofimáticas básicas:
- Microsoft Word (procesador de textos).
- Microsoft Excel (hoja de cálculo).
- Microsoft PowerPoint (Presentaciones).","{'instructor_link': 'https://www.coursera.org/instructor/miquel-mazuque',
 'instructor_name': 'Miquel Mazuque Periz'}",Beginner,"[{'module_number': 0, 'module_name': 'PRESENTACIÓN', 'module_duration': None, 'module_num_video': None, 'module_num_quizz': None, 'module_num_reading': None}, {'module_number': 1, 'module_name': 'PROCESAMIENTO DE TEXTOS: MICROSOFT WORD (I)', 'module_duration': '4 hours', 'module_num_video': '17 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '7 readings'}, {'module_number': 2, 'module_name': 'PROCESAMIENTO DE TEXTOS: MICROSOFT WORD (II)', 'module_duration': '2 hours', 'module_num_video': '11 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '4 readings'}, {'module_number': 3, 'module_name': 'HOJA DE CÁLCULO: MICROSOFT EXCEL (I)', 'module_duration': '3 hours', 'module_num_video': '17 videos', 'module_num_quizz': None, 'module_num_reading': '4 readings'}, {'module_number': 4, 'module_name': 'HOJA DE CÁLCULO: MICROSOFT EXCEL (II)', 'module_duration': '2 hours', 'module_num_video': '16 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '5 readings'}, {'module_number': 5, 'module_name': 'PRESENTACIONES: MICROSOFT POWERPOINT', 'module_duration': '3 hours', 'module_num_video': '28 videos', 'module_num_quizz': None, 'module_num_reading': '5 readings'}]","Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)","231,857","5,479",49,"{'provider_link': 'https://www.coursera.org/uab',
 'provider_name': 'Universitat Autònoma de Barcelona'}",https://www.coursera.org/learn/competencias-digitales-ofimatica/reviews,"Microsoft PowerPoint,Microsoft Excel,Microsoft Word",4.8,17,Miquel Mazuque Periz,Universitat Autònoma de Barcelona,Information Technology,Coursera,"competencias digitale . Herramientas de ofimática ( Microsoft Word , Excel , Power Point ) Los continuo cambio tecnológicos , sobre todo en aquellos aspectos vinculado a las tecnología de la información y la comunicación ( TIC ) hacen que las personas tengan la necesidad de actualizarse de forma continuum para que sus conocimiento no queden obsoleto . en este contexto , para las empresas se convierte en algo imprescindible disponer de profesionales que tengan las competencias necesarias para ejercer con éxito las actividades que requieren en su lugar de trabajo . ,El curso , basado en las experiencias previa y el syllabus de ECDL ( European Computer Driving Licence ) , nace con la voluntad de facilitar : 
 - el desarrollo continuado de las personas en aquellas competencias vinculadas a las tecnología de la información y la comunicación , 
 - la inserción laboral y la renovación de las competencias tecnológicas de los estudiante y de los profesionales . 

 Los 3 cursos que ofrecemos bajo el título general "" competencias digitale "" están destinado a persona sin conocimientos de ofimática o a persona con unas competencias digitales básicas y que deseen mejorar sus conocimientos de ofimática para ser más eficiente en sus estudio o en su trabajo , o bien quieran aumentar sus perspectivas laborale . 

 En este curso , trabajaremos 3 aplicacione ofimáticas básicas : 
 - Microsoft Word ( procesador de textos ) . 
 - Microsoft Excel ( hoja de cálculo ) . 
 - Microsoft PowerPoint ( Presentaciones ) .","actividades, digitale, syllabus, excel, tecnología, driving, ecdl, point, previa, renovación, Information Technology, Data Management, Microsoft PowerPoint,Microsoft Excel,Microsoft Word"
https://www.coursera.org/learn/data-scientists-tools,Data Analysis & Statistics,"Set up R, R-Studio, Github and other useful tools,Understand the data, problems, and tools that data analysts use,Explain essential study design concepts,Create a Github repository","{'instructor_link': 'https://www.coursera.org/instructor/~694443',
 'instructor_name': 'Jeff Leek, PhD'}",,"[{'module_number': 0, 'module_name': 'Data Science Fundamentals', 'module_duration': '4 hours', 'module_num_video': '5 videos', 'module_num_quizz': '5 quizzes', 'module_num_reading': '2 readings'}, {'module_number': 1, 'module_name': 'R and RStudio', 'module_duration': '4 hours', 'module_num_video': '5 videos', 'module_num_quizz': '6 quizzes', 'module_num_reading': None}, {'module_number': 2, 'module_name': 'Version Control and GitHub', 'module_duration': '3 hours', 'module_num_video': '4 videos', 'module_num_quizz': '5 quizzes', 'module_num_reading': None}, {'module_number': 3, 'module_name': 'R Markdown, Scientific Thinking, and Big Data ', 'module_duration': '5 hours', 'module_num_video': '4 videos', 'module_num_quizz': '5 quizzes', 'module_num_reading': None}]",The Data Scientist’s Toolbox,"724,357","33,735",49,"{'provider_link': 'https://www.coursera.org/jhu',
 'provider_name': 'Johns Hopkins University'}",https://www.coursera.org/learn/data-scientists-tools/reviews,"Data Science,Github,R Programming,Rstudio",4.6,18,"Jeff Leek, PhD",Johns Hopkins University,Data Science,Coursera,"the Data Scientist ’s Toolbox Set up r , R - Studio , Github and other useful tool , understand the datum , problem , and tool that data analyst use , explain essential study design concept , create a Github repository","github, analyst, data, datum, tool, study, essential, create, concept, set, Data Science, Data Analysis & Statistics, Data Science,Github,R Programming,Rstudio"
https://www.coursera.org/learn/legaltech,Leadership and Management,"Un panorama del mercado de legaltech con sus principales actores y protagonistas.,El impacto de las nuevas tecnologías digitales sobre las firmas legales, los abogados de empresas y los sistemas de justicia.,Las principales tendencias del mercado para orientar tu carrera hacia el futuro de la industria legal.","{'instructor_link': 'https://www.coursera.org/instructor/federicoast',
 'instructor_name': 'Federico Ast'}",Beginner,"[{'module_number': 0, 'module_name': 'Módulo 1: El Derecho en el Contexto de la Revolución Digital.', 'module_duration': None, 'module_num_video': '3 videos', 'module_num_quizz': None, 'module_num_reading': '8 readings'}, {'module_number': 1, 'module_name': 'Módulo 2. La Disrupción de la Inteligencia Artificial en el Derecho.', 'module_duration': '3 hours', 'module_num_video': '2 videos', 'module_num_quizz': None, 'module_num_reading': '15 readings'}, {'module_number': 2, 'module_name': 'Módulo 3. La Disrupción del Blockchain en el Derecho.', 'module_duration': '2 hours', 'module_num_video': '3 videos', 'module_num_quizz': None, 'module_num_reading': '12 readings'}, {'module_number': 3, 'module_name': 'Módulo 4. Innovación Para el Acceso a la Justicia', 'module_duration': '4 hours', 'module_num_video': '4 videos', 'module_num_quizz': None, 'module_num_reading': '21 readings'}, {'module_number': 4, 'module_name': 'Módulo 5. Tu Transformación en un Abogado Digital.', 'module_duration': '3 hours', 'module_num_video': '3 videos', 'module_num_quizz': None, 'module_num_reading': '10 readings'}]",El Abogado del Futuro: Legaltech y la Transformación Digital del Derecho,"40,481",974,49,"{'provider_link': 'https://www.coursera.org/austral',
 'provider_name': 'Universidad Austral'}",https://www.coursera.org/learn/legaltech/reviews,"prototipos de software legal,blockchain y la inteligencia artificial,administración de justicia,transformación digital del derecho,industria legal",4.9,15,Federico Ast,Universidad Austral,Business & Management,Coursera,"El Abogado del Futuro : Legaltech y la Transformación Digital del Derecho Un panorama del mercado de legaltech con sus principale actore y protagonista . ,El impacto de las nuevas tecnología digitale sobre las firmas legales , los abogados de empresas y los sistemas de justicia . ,Las principales tendencias del mercado para orientar tu carrera hacia el futuro de la industria legal .","legaltech, digitale, futuro, industria, impacto, principales, tecnología, orientar, las, sus, Business & Management, Leadership and Management, prototipos de software legal,blockchain y la inteligencia artificial,administración de justicia,transformación digital del derecho,industria legal"
https://www.coursera.org/learn/introduction-to-biology-ecology,Environmental Studies,How interdependent every living thing is; how people are impacting the natural world,"{'instructor_link': 'https://www.coursera.org/instructor/~85547606',
 'instructor_name': 'Scott Solomon'}",Beginner,"[{'module_number': 0, 'module_name': 'Welcome to Introduction to Biology - Ecology', 'module_duration': None, 'module_num_video': '2 videos', 'module_num_quizz': None, 'module_num_reading': '3 readings'}, {'module_number': 1, 'module_name': 'Module 1: What is Ecology?', 'module_duration': None, 'module_num_video': '2 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '4 readings'}, {'module_number': 2, 'module_name': 'Module 2: Community Ecology', 'module_duration': '4 hours', 'module_num_video': '7 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '10 readings'}, {'module_number': 3, 'module_name': 'Module 3: Island Biogeography', 'module_duration': None, 'module_num_video': '3 videos', 'module_num_quizz': None, 'module_num_reading': '4 readings'}, {'module_number': 4, 'module_name': 'Module 4: Species Interactions', 'module_duration': '2 hours', 'module_num_video': '6 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '8 readings'}, {'module_number': 5, 'module_name': 'Module 5: Population Ecology', 'module_duration': '3 hours', 'module_num_video': '4 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '7 readings'}, {'module_number': 6, 'module_name': 'Module 6: Conservation Biology', 'module_duration': '2 hours', 'module_num_video': '5 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '8 readings'}, {'module_number': 7, 'module_name': 'Module 7: The Future of the Biosphere', 'module_duration': '2 hours', 'module_num_video': '6 videos', 'module_num_quizz': None, 'module_num_reading': '8 readings'}, {'module_number': 8, 'module_name': 'Final Assessment and Course Summary', 'module_duration': None, 'module_num_video': None, 'module_num_quizz': None, 'module_num_reading': None}]",Introduction to Biology: Ecology,"3,990",42,79,"{'provider_link': 'https://www.coursera.org/rice',
 'provider_name': 'Rice University'}",https://www.coursera.org/learn/introduction-to-biology-ecology/reviews,"Ecosystem Model,Concept mapping and visualization,Communicating scientific ideas,Recording observations,Identifying species",4.8,19,Scott Solomon,Rice University,Physical Science and Engineering,Coursera,introduction to Biology : ecology how interdependent every live thing be ; how people be impact the natural world,"ecology, biology, world, interdependent, impact, people, natural, live, introduction, thing, Physical Science and Engineering, Environmental Studies, Ecosystem Model,Concept mapping and visualization,Communicating scientific ideas,Recording observations,Identifying species"
https://www.coursera.org/learn/data-driven-decisions-with-power-bi,Business Essentials,,"{'instructor_link': 'https://www.coursera.org/instructor/keith-gibson',
 'instructor_name': 'Keith Gibson'}",Beginner,"[{'module_number': 0, 'module_name': 'Week 1: Understand Power BI and Power BI Data Analysis', 'module_duration': '2 hours', 'module_num_video': '20 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '4 readings'}, {'module_number': 1, 'module_name': 'Week 2: Introduction to Modeling Data and Report Visualizations', 'module_duration': '2 hours', 'module_num_video': '21 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '2 readings'}, {'module_number': 2, 'module_name': 'Week 3: Navigate Reports and Visualizations', 'module_duration': '3 hours', 'module_num_video': '28 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': None}, {'module_number': 3, 'module_name': 'Week 4: Navigate the Power BI Service', 'module_duration': '3 hours', 'module_num_video': '29 videos', 'module_num_quizz': '2 quizzes', 'module_num_reading': '3 readings'}, {'module_number': 4, 'module_name': 'Week 5: Final Review', 'module_duration': None, 'module_num_video': None, 'module_num_quizz': None, 'module_num_reading': '2 readings'}]",Data-Driven Decisions with Power BI,"31,637",199,49,"{'provider_link': 'https://www.coursera.org/knowledgeaccelerators',
 'provider_name': 'Knowledge Accelerators'}",https://www.coursera.org/learn/data-driven-decisions-with-power-bi/reviews,"Data Modeling,Data-Drive Decision Making,Group Decision-Making,Data Analysis,Report Building",4.3,13,Keith Gibson,Knowledge Accelerators,Business & Management,Coursera,nan,"nan, Business & Management, Business Essentials, Data Modeling,Data-Drive Decision Making,Group Decision-Making,Data Analysis,Report Building"
https://www.coursera.org/learn/introduction-to-ai-in-the-data-center,Cloud Computing,"What is AI and AI use cases, Machine Learning, Deep Leaning, and how training and inference happen in a Deep Learning Workflow.,The history and architecture of GPUs,  how they differ from CPUs, and how they are revolutionizing AI.,Become familiar with deep learning frameworks, AI software stack, and considerations when deploying AI workloads on a data center on prem or cloud.,Requirements for multi-system AI clusters and considerations for infrustructure planning, including servers, networking, storage and tools.","{'instructor_link': 'https://www.coursera.org/instructor/~117087843',
 'instructor_name': 'NVIDIA Training '}",Beginner,"[{'module_number': 0, 'module_name': 'Introduction to GPU Computing  |  NVIDIA Training', 'module_duration': '2 hours', 'module_num_video': '6 videos', 'module_num_quizz': '5 quizzes', 'module_num_reading': None}, {'module_number': 1, 'module_name': 'Rack Level Considerations | NVIDIA Training', 'module_duration': None, 'module_num_video': '4 videos', 'module_num_quizz': '3 quizzes', 'module_num_reading': None}, {'module_number': 2, 'module_name': 'Data Center Level Considerations | NVIDIA Training', 'module_duration': None, 'module_num_video': '5 videos', 'module_num_quizz': '4 quizzes', 'module_num_reading': None}, {'module_number': 3, 'module_name': 'Course Completion Quiz - Introduction to AI in the Data Center ', 'module_duration': None, 'module_num_video': None, 'module_num_quizz': None, 'module_num_reading': None}]",Introduction to AI in the Data Center,"2,738",22,49,"{'provider_link': 'https://www.coursera.org/nvidia', 'provider_name': 'NVIDIA'}",,"Artificial Intelligence (AI),Machine Learning",4.6,5,NVIDIA Training ,NVIDIA,Information Technology,Coursera,"introduction to AI in the Data Center what be AI and AI use case , Machine Learning , Deep Leaning , and how training and inference happen in a Deep Learning Workflow . ,The history and architecture of gpu ,    how they differ from cpu , and how they be revolutionize ai.,become familiar with deep learning framework , AI software stack , and consideration when deploy AI workload on a datum center on prem or cloud . ,Requirements for multi - system AI cluster and consideration for infrustructure planning , include server , networking , storage and tool .","ai, gpu, workload, datum, requirements, deploy, revolutionize, infrustructure, prem, differ, Information Technology, Cloud Computing, Artificial Intelligence (AI),Machine Learning"
https://www.coursera.org/learn/programacion-python,Software Development,"Comprender y usar conceptos de programación como algoritmo, variable, función, parámetro, estructura de control y de datos e implementarlos en Python,Diseñar, crear y probar programas completos en Python para resolver problemas de la vida real,Manejar archivos y estructuras de datos complejas para manipular grandes volúmenes de información,Utilizar librerías especializadas como pandas y matplotlib para manipular conjuntos de datos y visualizarlos","{'instructor_link': 'https://www.coursera.org/instructor/msanchez',
 'instructor_name': 'Mario Sánchez Puccini'}",Beginner,"[{'module_number': 0, 'module_name': 'Módulo 1: Descubriendo el mundo de la programación', 'module_duration': '11 hours', 'module_num_video': '24 videos', 'module_num_quizz': None, 'module_num_reading': '9 readings'}, {'module_number': 1, 'module_name': 'Módulo 2: Tomando decisiones', 'module_duration': '12 hours', 'module_num_video': '24 videos', 'module_num_quizz': None, 'module_num_reading': '8 readings'}, {'module_number': 2, 'module_name': 'Módulo 3: Repitiendo acciones y manejando estructuras de datos', 'module_duration': '17 hours', 'module_num_video': '39 videos', 'module_num_quizz': None, 'module_num_reading': '18 readings'}, {'module_number': 3, 'module_name': 'Módulo 4: Solucionando problemas con matrices y librerías', 'module_duration': '17 hours', 'module_num_video': '43 videos', 'module_num_quizz': None, 'module_num_reading': '9 readings'}]",Programación en Python,"36,646",112,49,"{'provider_link': 'https://www.coursera.org/uniandes',
 'provider_name': 'Universidad de los Andes'}",https://www.coursera.org/learn/programacion-python/reviews,"Programación,Pensamiento computacional,Abstracción,Diseño de software,Python Programming",4.5,59,Mario Sánchez Puccini,Universidad de los Andes,IT & Computer Science,Coursera,"Programación en Python Comprender y usar conceptos de programación como algoritmo , variable , función , parámetro , estructura de control y de datos e implementarlos en Python , Diseñar , crear y probar programas completos en Python para resolver problemas de la vida real , Manejar archivos y estructura de datos complejas para manipular grande volúmene de información , Utilizar librerías especializada como panda y matplotlib para manipular conjunto de datos y visualizarlo","python, visualizarlo, control, conjunto, comprender, estructura, resolver, archivos, vida, real, IT & Computer Science, Software Development, Programación,Pensamiento computacional,Abstracción,Diseño de software,Python Programming"
