Descriptions,Duration,Instructor_full,Level,Link,Modules,Name,NumReviews,Price,Stars,InstructorName,Categories,MasterCategories,ProviderName,Provider_full,NumEnrolled,ReviewsURL,Skills,Source,string,Keywords
"Welcome to the course, *Introduction to Google Cloud Security*. This course is designed to introduce foundational security principles for protecting resources and workloads running on Google Cloud.
Throughout this course, you will learn about cloud services and cloud security basics concerning:
* Structure and Deployment
* Authentication and Authorization
* Networking
* Key and Secret Management
* Logging and Detection
* Deploying Secured Apps
This course is designed for people who want to gain entry-level knowledge on cloud security architecture and work toward becoming Google Cloud Security engineers. The prerequisites for this course are basic knowledge of cloud concepts and some foundational knowledge of information security concepts.",4,"{'instructor_link': 'https://www.pluralsight.com/authors/chris-jackson-44',
 'instructor_name': 'Chris Jackson'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/introduction-to-google-cloud-security,"[{'module_number': 0, 'module_name': '\nIntroduction ', 'module_duration': '0mins'}, {'module_number': 1, 'module_name': '\nStructure and Deployment ', 'module_duration': '40mins'}, {'module_number': 2, 'module_name': '\nAuthentication and Authorization ', 'module_duration': '22mins'}, {'module_number': 3, 'module_name': '\nNetworking ', 'module_duration': '26mins'}, {'module_number': 4, 'module_name': '\nKey and Secret Management ', 'module_duration': '24mins'}, {'module_number': 5, 'module_name': '\nLogging and Detection ', 'module_duration': '36mins'}, {'module_number': 6, 'module_name': '\nDeploying Secured Apps ', 'module_duration': '36mins'}, {'module_number': 7, 'module_name': '\nConclusion ', 'module_duration': '8mins'}]",Introduction to Google Cloud Security,None,35,5,Chris Jackson,Business & Management,Business & Management,,"{'provider_link': None, 'provider_name': None}",None,,"[Cloud Services,Auth.,Networking,Key Mgmt.,Logging,Detection]",Pluralsight,"introduction to Google Cloud Security Welcome to the course , * introduction to Google Cloud Security * . this course be design to introduce foundational security principle for protect resource and workload run on Google Cloud . 
 throughout this course , you will learn about cloud service and cloud security basic concern : 
 * structure and Deployment 
 * Authentication and authorization 
 * networking 
 * Key and Secret Management 
 * Logging and Detection 
 * deploy Secured Apps 
 this course be design for people who want to gain entry - level knowledge on cloud security architecture and work toward become Google Cloud Security engineer . the prerequisite for this course be basic knowledge of cloud concept and some foundational knowledge of information security concept .","security, prerequisite, google, deployment, concept, level, logging, welcome, workload, run, Business & Management, Business & Management, [Cloud Services,Auth.,Networking,Key Mgmt.,Logging,Detection]"
"In this course, you will develop the skills you need to write effective and powerful scripts and tools using Python 3. We will go through the necessary features of the Python language to be able to leverage its additional benefits in writing scripts and creating command line tools (data types, loops, conditionals, functions, error handling, and more). Beyond the language itself, you will go through the full development process including project setup, planning, and automated testing to build two different command line tools.",11,"{'instructor_link': 'https://www.pluralsight.com/authors/cloud-content',
 'instructor_name': 'A Cloud Guru'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/python-3-scripting-for-system-administrators,"[{'module_number': 0, 'module_name': '\nGetting Started ', 'module_duration': '10mins'}, {'module_number': 1, 'module_name': '\nEnvironment Setup ', 'module_duration': '29mins'}, {'module_number': 2, 'module_name': '\nIntroducing Python ', 'module_duration': '15mins'}, {'module_number': 3, 'module_name': '\nRunning Python ', 'module_duration': '15mins'}, {'module_number': 4, 'module_name': '\nCommon Data Types ', 'module_duration': '58mins'}, {'module_number': 5, 'module_name': '\nControl Flow ', 'module_duration': '88mins'}, {'module_number': 6, 'module_name': '\nBasic Scripting ', 'module_duration': '68mins'}, {'module_number': 7, 'module_name': '\nIntermediate Scripting ', 'module_duration': '93mins'}, {'module_number': 8, 'module_name': '\nUseful Standard Library Packages ', 'module_duration': '44mins'}, {'module_number': 9, 'module_name': '\nUsing Pip and Virtualenv ', 'module_duration': '58mins'}, {'module_number': 10, 'module_name': '\nPlanning & Project Structure ', 'module_duration': '37mins'}, {'module_number': 11, 'module_name': '\nImplementing Features with Test Driven Development ', 'module_duration': '82mins'}, {'module_number': 12, 'module_name': '\nIntegrating Features and Distributing the Project ', 'module_duration': '40mins'}, {'module_number': 13, 'module_name': '\nFinal Steps ', 'module_duration': '1min'}]",Python 3 Scripting for System Administrators,None,35,5,A Cloud Guru,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"[Python 3,Data Types,Loops,Conditional,Functions,Error Handling]",Pluralsight,"python 3 scripting for System Administrators in this course , you will develop the skill you need to write effective and powerful script and tool use Python 3 . we will go through the necessary feature of the Python language to be able to leverage its additional benefit in write script and create command line tool ( datum type , loop , conditional , function , error handling , and more ) . beyond the language itself , you will go through the full development process include project setup , planning , and automate testing to build two different command line tool .","scripting, administrators, develop, testing, datum, line, leverage, function, include, able, Uncategorized, Uncategorized, [Python 3,Data Types,Loops,Conditional,Functions,Error Handling]"
"Machine learning is all around us. Every day, it seems like some new device is now ""smart"". How do machines know how to do all of these different tasks? It isn't magic, although it does feel that way.
In this course, you'll learn the basics of machine learning, giving you an overview of what machine learning is, and equally important, what machine learning is not. We'll discuss some of the popular uses for machine learning today and what it promises for the future. You'll even learn a bit about how you learn in the process!",3,"{'instructor_link': 'https://www.pluralsight.com/authors/cloud-content',
 'instructor_name': 'A Cloud Guru'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/machine-learning-for-absolute-beginners,"[{'module_number': 0, 'module_name': '\nIntroduction ', 'module_duration': '4mins'}, {'module_number': 1, 'module_name': '\nWhat is Machine Learning, Anyway? ', 'module_duration': '16mins'}, {'module_number': 2, 'module_name': '\nWhat Is Not Machine Learning? ', 'module_duration': '28mins'}, {'module_number': 3, 'module_name': '\nSo How Can I Use Machine Learning? ', 'module_duration': '78mins'}, {'module_number': 4, 'module_name': '\nConclusion ', 'module_duration': '7mins'}]",Machine Learning for Absolute Beginners,None,35,5,A Cloud Guru,Data Science,Data Science,,"{'provider_link': None, 'provider_name': None}",None,,"[Machine Learning,Uses,Future,Learning]",Pluralsight,"Machine Learning for Absolute Beginners Machine learning be all around we . every day , it seem like some new device be now "" smart "" . how do machine know how to do all of these different task ? it be not magic , although it do feel that way . 
 in this course , you will learn the basic of machine learning , give you an overview of what machine learning be , and equally important , what machine learning be not . we will discuss some of the popular use for machine learning today and what it promise for the future . you will even learn a bit about how you learn in the process !","beginners, course, magic, process, future, device, popular, absolute, day, different, Data Science, Data Science, [Machine Learning,Uses,Future,Learning]"
"In this course, *How to get started with Amazon RDS*, you’ll learn how to begin using Amazon RDS. First, you’ll explore deploying a simple RDS instance. Next, you’ll discover how to convert your instance to Multi-AZ. Finally, you’ll learn how to back up and monitor your RDS instance. When you’re finished with this course, you’ll have the skills and knowledge of Amazon RDS needed to deploy a secure Multi-AZ RDS instance.",12,"{'instructor_link': 'https://www.pluralsight.com/authors/david-thomas-1f5',
 'instructor_name': 'David Thomas'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/how-to-get-started-with-amazon-rds,"[{'module_number': 0, 'module_name': '\nHow to Get Started with Amazon RDS ', 'module_duration': '689mins'}]",How to Get Started with Amazon RDS,None,35,5,David Thomas,Arts and Humanities,Arts and Humanities,,"{'provider_link': None, 'provider_name': None}",None,,"[Deploy,Convert,Backup,Monitor]",Pluralsight,"how to get start with Amazon RDS in this course , * how to get start with Amazon RDS * , you ’ll learn how to begin use Amazon RDS . first , you ’ll explore deploy a simple RDS instance . next , you ’ll discover how to convert your instance to Multi - AZ . finally , you ’ll learn how to back up and monitor your RDS instance . when you ’re finish with this course , you ’ll have the skill and knowledge of Amazon RDS need to deploy a secure multi - AZ RDS instance .","rds, az, deploy, instance, secure, start, discover, monitor, course, convert, Arts and Humanities, Arts and Humanities, [Deploy,Convert,Backup,Monitor]"
"In this course, *Managing Azure SQL Database for the SQL Server DBA*, you’ll learn how to take advantage of your existing SQL Server skills to build your Azure SQL Database expertise.
First, you’ll explore the different service and consumption models in the service. Next, you’ll discover security, connectivity, high availability, and disaster recovery settings exposed by this cloud database.
You will then learn how to migrate SQL Server databases to Azure SQL Database and vice versa. Finally, you’ll learn how to monitor and alert on the performance of your Azure SQL database.
When you’re finished with this course, you’ll be able to confidently apply your SQL Server experience to building or migrating a database solution to the cloud into Azure SQL Database.
",8,"{'instructor_link': 'https://www.pluralsight.com/authors/warner-chaves',
 'instructor_name': 'Warner Chaves'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/managing-azure-sql-database-for-the-sql-server-dba,"[{'module_number': 0, 'module_name': '\nIntroduction ', 'module_duration': '3mins'}, {'module_number': 1, 'module_name': '\nWhat Is Azure SQL Database? ', 'module_duration': '52mins'}, {'module_number': 2, 'module_name': '\nConnecting and Managing Azure SQL Database ', 'module_duration': '74mins'}, {'module_number': 3, 'module_name': '\nUnderstanding the Service Tiers ', 'module_duration': '72mins'}, {'module_number': 4, 'module_name': '\nRecovery in Azure SQL Database ', 'module_duration': '68mins'}, {'module_number': 5, 'module_name': '\nMigrating to and from Azure SQL Database ', 'module_duration': '69mins'}, {'module_number': 6, 'module_name': '\nMonitoring and Tuning Azure SQL Database ', 'module_duration': '78mins'}, {'module_number': 7, 'module_name': '\nConclusion ', 'module_duration': '7mins'}]",Managing Azure SQL Database for the SQL Server DBA,None,35,5,Warner Chaves,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"[Azure SQL,Security,Connectivity,Migrate]",Pluralsight,"manage azure SQL Database for the SQL Server DBA in this course , * manage azure SQL Database for the SQL Server DBA * , you ’ll learn how to take advantage of your exist SQL Server skill to build your azure SQL Database expertise . 
 first , you ’ll explore the different service and consumption model in the service . next , you ’ll discover security , connectivity , high availability , and disaster recovery setting expose by this cloud database . 
 you will then learn how to migrate SQL Server database to azure SQL Database and vice versa . finally , you ’ll learn how to monitor and alert on the performance of your azure SQL database . 
 when you ’re finish with this course , you ’ll be able to confidently apply your SQL Server experience to build or migrate a database solution to the cloud into Azure SQL Database . 
","azure, database, migrate, consumption, alert, recovery, connectivity, versa, expose, setting, Information Technology, Information Technology, [Azure SQL,Security,Connectivity,Migrate]"
"This course is designed for someone who has no prior experience with using Microsoft Azure. In this course, you will learn about the two primary Azure interfaces: Azure portal and Azure Cloud Shell. You will learn to customize each and configure the Azure portal with helpful information. You will learn how to customize the Azure portal view, how to navigate around it, as well as create and share helpful dashboards for your resources. You will also learn how to customize Azure Cloud Shell, some of its advantages, and understand what is needed in order to use it. You will also learn the primary organization structure for Azure resources and how to organize resources with them.",9,"{'instructor_link': 'https://www.pluralsight.com/authors/mike-boorman-f',
 'instructor_name': 'Mike Boorman'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/how-to-get-started-with-azure,"[{'module_number': 0, 'module_name': '\nHow to Get Started with Azure ', 'module_duration': '495mins'}]",How to Get Started with Azure,None,35,5,Mike Boorman,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"[Customize,Navigate,Organize,CloudShell]",Pluralsight,"how to get start with Azure this course be design for someone who have no prior experience with use Microsoft Azure . in this course , you will learn about the two primary azure interface : azure portal and azure Cloud Shell . you will learn to customize each and configure the Azure portal with helpful information . you will learn how to customize the azure portal view , how to navigate around it , as well as create and share helpful dashboard for your resource . you will also learn how to customize Azure Cloud Shell , some of its advantage , and understand what be need in order to use it . you will also learn the primary organization structure for azure resource and how to organize resource with they .","azure, shell, start, dashboard, customize, primary, structure, interface, advantage, course, Uncategorized, Uncategorized, [Customize,Navigate,Organize,CloudShell]"
"Welcome to the course, *Hands-On Security for GCP Developers*. This course is designed for developers who want to gain hands-on experience securing applications on GCP. The prerequisites for this course are basic knowledge of GCP and general security concepts.",7,"{'instructor_link': 'https://www.pluralsight.com/authors/chris-jackson-44',
 'instructor_name': 'Chris Jackson'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/hands-on-security-for-gcp-developers,"[{'module_number': 0, 'module_name': '\nHands-On Security for GCP Developers ', 'module_duration': '398mins'}]",Hands-On Security for GCP Developers,None,35,5,Chris Jackson,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"[GCP,Security,Applications]",Pluralsight,"hand - on security for GCP Developers welcome to the course , * hand - on security for GCP Developers * . this course be design for developer who want to gain hand - on experience secure application on GCP . the prerequisite for this course be basic knowledge of GCP and general security concept .","gcp, security, developer, prerequisite, hand, concept, experience, welcome, want, gain, Information Technology, Information Technology, [GCP,Security,Applications]"
"In this course, you’ll learn to build your own Linux kernel. First, you’ll obtain the source code. Next, you’ll compile it. Finally, you’ll learn how to build and configure your distribution. When you’re finished with this course, you’ll have the skills and knowledge of working with Linux source code needed to build your own Linux distribution.
",3,"{'instructor_link': None, 'instructor_name': None}",Beginner,https://www.pluralsight.com/cloud-guru/courses/build-your-own-linux-kernel-from-scratch,"[{'module_number': 0, 'module_name': '\nIntroduction ', 'module_duration': '3mins'}, {'module_number': 1, 'module_name': '\nCreating the Build Environment ', 'module_duration': '10mins'}, {'module_number': 2, 'module_name': '\nBuilding the Kernel ', 'module_duration': '61mins'}, {'module_number': 3, 'module_name': '\nCustomizing the Kernel ', 'module_duration': '54mins'}, {'module_number': 4, 'module_name': '\nConclusion ', 'module_duration': '2mins'}]",Build Your Own Linux Kernel from Scratch,None,35,5,,Uncategorized,Uncategorized,,"{'provider_link': None, 'provider_name': None}",None,,"[SourceCode,Compile,Build,Configure]",Pluralsight,"build your own Linux Kernel from Scratch in this course , you ’ll learn to build your own Linux kernel . first , you ’ll obtain the source code . next , you ’ll compile it . finally , you ’ll learn how to build and configure your distribution . when you ’re finish with this course , you ’ll have the skill and knowledge of work with Linux source code need to build your own Linux distribution . 
","kernel, compile, learn, configure, distribution, need, source, ll, finally, scratch, Uncategorized, Uncategorized, [SourceCode,Compile,Build,Configure]"
"ETL or Extract Transform Load, is the process of gathering data to a central data warehouse for analytics. This course will discuss the steps required for each step in the ETL process and look at different solutions for some real-world scenarios. We will explore extracting data from multiple sources and formats, performing transformations on the data, and finally loading the data into the final location.
This course does assume some experience with relational databases, as well as standard Unix command line tools such as sed, grep and awk.
",10,"{'instructor_link': 'https://www.pluralsight.com/authors/david-thomas-1f5',
 'instructor_name': 'David Thomas'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/etl-and-elt-basics,"[{'module_number': 0, 'module_name': '\nIntroduction ', 'module_duration': '3mins'}, {'module_number': 1, 'module_name': '\nExtracting Data ', 'module_duration': '187mins'}, {'module_number': 2, 'module_name': '\nTransforming Data ', 'module_duration': '130mins'}, {'module_number': 3, 'module_name': '\nLoading Data ', 'module_duration': '172mins'}, {'module_number': 4, 'module_name': '\nProcess Performance ', 'module_duration': '50mins'}, {'module_number': 5, 'module_name': '\nProcess Challenges ', 'module_duration': '4mins'}, {'module_number': 6, 'module_name': '\nConclusion ', 'module_duration': '1min'}]",ETL and ELT Basics,None,35,5,David Thomas,Data Science,Data Science,,"{'provider_link': None, 'provider_name': None}",None,,"ETL process,Data sources,Data formats",Pluralsight,"ETL and ELT Basics ETL or Extract Transform Load , be the process of gather datum to a central data warehouse for analytic . this course will discuss the step require for each step in the etl process and look at different solution for some real - world scenario . we will explore extract datum from multiple source and format , perform transformation on the datum , and finally load the datum into the final location . 
 this course do assume some experience with relational database , as well as standard Unix command line tool such as se , grep and awk . 
","etl, extract, datum, transform, unix, analytic, relational, central, perform, different, Data Science, Data Science, ETL process,Data sources,Data formats"
"Step into the world of Azure data protection with our course, *Backing Up and Restoring Virtual Machines with Azure Backup*. This course is designed for IT professionals, cloud enthusiasts, and those aspiring to excel with Azure, focusing specifically on Azure Virtual Machines (VMs).
The course commences with a deep dive into Azure VM Backup concepts, where you'll learn to configure Azure VM Backup, manage backups with Azure's Backup Center, and troubleshoot common issues. Gain practical knowledge with our expert-led demos, including configuring a Linux VM for application-consistent backups.
Transitioning to Azure VM Restore, you'll understand the process of restoring a VM snapshot and recovering files from Azure VM backups. Our expert-led demo provides practical experience, enhancing your ability to respond to data loss incidents effectively.
By enrolling in this course, you'll equip yourself with the skills necessary for robust data protection in the Azure environment. Take a step towards mastering Azure's VM backup and restore services and future-proof your career in cloud computing.",2,"{'instructor_link': 'https://www.pluralsight.com/authors/matthew-ulasien',
 'instructor_name': 'Matthew Ulasien'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/backing-up-and-restoring-virtual-machines-with-azure-backup,"[{'module_number': 0, 'module_name': '\nIntroduction ', 'module_duration': '1min'}, {'module_number': 1, 'module_name': '\nBacking Up an Azure VM ', 'module_duration': '48mins'}, {'module_number': 2, 'module_name': '\nRestoring an Azure VM ', 'module_duration': '57mins'}, {'module_number': 3, 'module_name': '\nConclusion ', 'module_duration': '1min'}]",Backing Up and Restoring Virtual Machines with Azure Backup,None,35,5,Matthew Ulasien,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"Azure VM Backup,Azure VM Restore,Data loss incidents",Pluralsight,"back up and restore Virtual Machines with Azure Backup Step into the world of Azure datum protection with our course , * Backing up and restore Virtual Machines with Azure Backup * . this course be design for IT professional , cloud enthusiast , and those aspire to excel with Azure , focus specifically on Azure Virtual Machines ( vms ) . 
 the course commence with a deep dive into Azure VM Backup concept , where you will learn to configure Azure VM Backup , manage backup with Azure 's Backup Center , and troubleshoot common issue . gain practical knowledge with our expert - lead demos , include configure a Linux VM for application - consistent backup . 
 transition to Azure VM Restore , you will understand the process of restore a VM snapshot and recover file from Azure VM backup . our expert - lead demo provide practical experience , enhance your ability to respond to data loss incident effectively . 
 by enrol in this course , you will equip yourself with the skill necessary for robust datum protection in the Azure environment . take a step towards master Azure 's VM backup and restore service and future - proof your career in cloud computing .","azure, backing, datum, excel, concept, linux, proof, enthusiast, enhance, dive, Information Technology, Information Technology, Azure VM Backup,Azure VM Restore,Data loss incidents"
"In this course, *Introduction to Ansible on the Cloud*, you'll learn to harness the power of Ansible to automate, manage, and deploy cloud resources effectively. First, you'll explore the fundamentals of Ansible, including its architecture, components, and the advantages it offers in cloud environments. Next, you'll discover how to create and execute Ansible playbooks, leveraging YAML syntax, modules, and variables for dynamic configurations. You'll also learn to integrate Ansible with popular cloud providers such as AWS, Azure, and GCP, enabling seamless management of cloud resources. Finally, you'll dive into best practices for organizing your Ansible configurations using roles and implementing configuration management across multiple systems. When you're finished with this course, you'll have the skills and knowledge of Ansible on the cloud needed to automate your cloud workflows, optimize resource management, and level up your cloud skills.",3,"{'instructor_link': 'https://www.pluralsight.com/authors/michael-cassidy-a6',
 'instructor_name': 'Michael Cassidy'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/introduction-to-ansible-on-the-cloud,"[{'module_number': 0, 'module_name': '\nIntroduction ', 'module_duration': '1min'}, {'module_number': 1, 'module_name': '\nIntroduction to Ansible ', 'module_duration': '17mins'}, {'module_number': 2, 'module_name': '\nAnsible Playbooks ', 'module_duration': '46mins'}, {'module_number': 3, 'module_name': '\nAnsible on the Cloud ', 'module_duration': '65mins'}, {'module_number': 4, 'module_name': '\nAnsible Best Practices ', 'module_duration': '10mins'}, {'module_number': 5, 'module_name': '\nConclusion ', 'module_duration': '0mins'}]",Introduction to Ansible on the Cloud,None,35,5,Michael Cassidy,Business & Management,Business & Management,,"{'provider_link': None, 'provider_name': None}",None,,"Ansible architecture,YAML syntax,Cloud providers",Pluralsight,"introduction to Ansible on the Cloud in this course , * introduction to Ansible on the Cloud * , you will learn to harness the power of Ansible to automate , manage , and deploy cloud resource effectively . first , you will explore the fundamental of Ansible , include its architecture , component , and the advantage it offer in cloud environment . next , you will discover how to create and execute ansible playbook , leverage YAML syntax , module , and variable for dynamic configuration . you will also learn to integrate ansible with popular cloud provider such as AWS , Azure , and GCP , enable seamless management of cloud resource . finally , you will dive into good practice for organize your ansible configuration use role and implement configuration management across multiple system . when you be finish with this course , you will have the skill and knowledge of Ansible on the cloud need to automate your cloud workflow , optimize resource management , and level up your cloud skill .","ansible, deploy, gcp, integrate, optimize, offer, harness, dive, enable, good, Business & Management, Business & Management, Ansible architecture,YAML syntax,Cloud providers"
"Welcome to the _Google Cloud Essentials_ course!
This course provides an extensive and well-rounded exploration of essential core services and cutting edge technologies used on the Google Cloud Platform.
It's geared towards learners who possess a fundamental understanding of cloud computing and the Google Cloud Platform.
In the end, you will gain in-depth knowledge and hands-on experience using some of the best technology in cloud computing!",10,"{'instructor_link': 'https://www.pluralsight.com/authors/broadus-palmer-56',
 'instructor_name': 'Broadus Palmer'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/google-cloud-essentials,"[{'module_number': 0, 'module_name': '\nIntroduction ', 'module_duration': '0mins'}, {'module_number': 1, 'module_name': '\nWorking with Google Cloud ', 'module_duration': '6mins'}, {'module_number': 2, 'module_name': '\nSafeguarding Identity and Security ', 'module_duration': '19mins'}, {'module_number': 3, 'module_name': '\nBuilding and Optimizing Your GCP Network ', 'module_duration': '86mins'}, {'module_number': 4, 'module_name': '\nRunning Applications with Compute ', 'module_duration': '160mins'}, {'module_number': 5, 'module_name': '\nManaging Storage and Databases ', 'module_duration': '170mins'}, {'module_number': 6, 'module_name': '\nUsing Smart Analytics ', 'module_duration': '87mins'}, {'module_number': 7, 'module_name': '\nUpgrading to the Operations Suite ', 'module_duration': '26mins'}, {'module_number': 8, 'module_name': '\nMoving to the Cutting Edge with Google Cloud ', 'module_duration': '11mins'}, {'module_number': 9, 'module_name': '\nConclusion ', 'module_duration': '2mins'}]",Google Cloud Essentials,None,35,5,Broadus Palmer,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"Google Cloud Platform,Core services,Cutting edge technologies",Pluralsight,"Google Cloud Essentials Welcome to the _ Google Cloud Essentials _ course ! 
 this course provide an extensive and well - round exploration of essential core service and cut edge technology use on the Google Cloud Platform . 
 it be gear towards learner who possess a fundamental understanding of cloud computing and the Google Cloud Platform . 
 in the end , you will gain in - depth knowledge and hand - on experience use some of the good technology in cloud computing !","cloud, essentials, course, welcome, learner, fundamental, provide, exploration, hand, round, Information Technology, Information Technology, Google Cloud Platform,Core services,Cutting edge technologies"
"Are you looking to bring some balance to your applications and services? HAProxy is free, fast, and very reliable, providing high availability, load balancing, and proxying for TCP and HTTP-based applications. In this short course, we’re going to take a look at this open-source Linux solution by examining a few HAProxy use cases. We’ll be using hands-on lessons and labs to simulate real-world HAProxy scenarios. Upon completion of this course, you will have a solid foundational understanding of HAProxy, general load balancing, and how to implement HAProxy to improve the performance, reliability, and security of your applications and environment.",10,"{'instructor_link': 'https://www.pluralsight.com/authors/cloud-content',
 'instructor_name': 'A Cloud Guru'}",Beginner,https://www.pluralsight.com/cloud-guru/courses/hands-on-with-haproxy-load-balancer,"[{'module_number': 0, 'module_name': '\nWelcome to Hands-On with HAProxy Load Balancing ', 'module_duration': '2mins'}, {'module_number': 1, 'module_name': '\nIntroduction to Load Balancing and HAProxy ', 'module_duration': '41mins'}, {'module_number': 2, 'module_name': '\nUsing HAProxy to Manage HTTP/S Connections ', 'module_duration': '176mins'}, {'module_number': 3, 'module_name': '\nEnabling DDoS Attack Protection Using HAProxy ', 'module_duration': '157mins'}, {'module_number': 4, 'module_name': '\nManaging Your HAProxy Environment ', 'module_duration': '196mins'}, {'module_number': 5, 'module_name': '\nBringing It All Together ', 'module_duration': '13mins'}]",Hands-On with HAProxy Load Balancer,None,35,5,A Cloud Guru,Information Technology,Information Technology,,"{'provider_link': None, 'provider_name': None}",None,,"HAProxy,Load balancing,Performance,Reliability",Pluralsight,"hand - on with HAProxy Load Balancer be you look to bring some balance to your application and service ? HAProxy be free , fast , and very reliable , provide high availability , load balancing , and proxye for TCP and HTTP - base application . in this short course , we ’re go to take a look at this open - source Linux solution by examine a few HAProxy use case . we ’ll be use hand - on lesson and lab to simulate real - world HAProxy scenario . upon completion of this course , you will have a solid foundational understanding of HAProxy , general load balancing , and how to implement HAProxy to improve the performance , reliability , and security of your application and environment .","haproxy, balancing, linux, simulate, reliability, high, lab, bring, lesson, completion, Information Technology, Information Technology, HAProxy,Load balancing,Performance,Reliability"
